date,state,crop_name,category,farm_price_rm,wholesale_price_rm,retail_price_rm
2025-10-02,Pulau Pinang,Cili Akar,Sayur,8.04,9.6,11.65
2025-10-02,Pulau Pinang,Kobis Bulat,Sayur,2.78,3.71,4.38
2025-10-02,Pulau Pinang,Sawi Bulat,Sayur,1.86,2.62,3.37
2025-10-02,Pulau Pinang,Tomato,Sayur,2.97,3.84,5.33
2025-10-02,Pulau Pinang,Timun,Sayur,1.75,2.43,2.86
2025-10-02,Pulau Pinang,Kacang Panjang,Sayur,3.89,5.23,6.7
2025-10-02,Pulau Pinang,Terung,Sayur,2.81,3.52,4.93
2025-10-02,Pulau Pinang,Bayam,Sayur,1.86,2.25,3.2
2025-10-02,Pulau Pinang,Kangkung,Sayur,1.77,2.45,2.9
2025-10-02,Pulau Pinang,Bendi,Sayur,3.58,4.32,5.58
2025-10-02,Pulau Pinang,Halia,Sayur,4.38,5.5,6.66
2025-10-02,Pulau Pinang,Pisang Cavendish,Buah,2.67,3.52,4.53
2025-10-02,Pulau Pinang,Betik,Buah,2.19,2.9,3.63
2025-10-02,Pulau Pinang,Tembikai,Buah,1.66,2.36,2.91
2025-10-02,Pulau Pinang,Nanas,Buah,2.08,2.67,3.28
2025-10-02,Sabah,Cili Merah,Sayur,7.22,9.63,13.28
2025-10-02,Sabah,Cili Akar,Sayur,7.45,9.19,10.95
2025-10-02,Sabah,Kobis Bulat,Sayur,2.45,3.15,4.41
2025-10-02,Sabah,Sawi Bulat,Sayur,3.71,4.51,5.35
2025-10-02,Sabah,Tomato,Sayur,3.05,4.21,5.2
2025-10-02,Sabah,Timun,Sayur,2.02,2.71,3.36
2025-10-02,Sabah,Kacang Panjang,Sayur,4.1,5.15,6.46
2025-10-02,Sabah,Terung,Sayur,3.34,4.64,6.07
2025-10-02,Sabah,Bayam,Sayur,1.52,2.0,2.76
2025-10-02,Sabah,Kangkung,Sayur,1.88,2.58,3.58
2025-10-02,Sabah,Bendi,Sayur,3.79,4.85,5.88
2025-10-02,Sabah,Halia,Sayur,4.17,5.36,7.21
2025-10-02,Sabah,Pisang Cavendish,Buah,2.01,2.62,3.69
2025-10-02,Sabah,Betik,Buah,2.14,2.77,3.47
2025-10-02,Sabah,Tembikai,Buah,1.75,2.07,2.79
2025-10-02,Sabah,Nanas,Buah,1.76,2.25,3.01
2025-10-02,Sarawak,Cili Merah,Sayur,8.74,10.63,12.67
2025-10-02,Sarawak,Cili Akar,Sayur,10.42,12.58,15.27
2025-10-02,Sarawak,Kobis Bulat,Sayur,1.67,2.25,3.13
2025-10-02,Sarawak,Sawi Bulat,Sayur,3.61,4.26,5.91
2025-10-02,Sarawak,Tomato,Sayur,3.0,4.14,5.34
2025-10-02,Sarawak,Timun,Sayur,1.79,2.26,2.85
2025-10-02,Sarawak,Kacang Panjang,Sayur,4.7,5.98,7.26
2025-10-02,Sarawak,Terung,Sayur,4.09,4.95,6.73
2025-10-02,Sarawak,Bayam,Sayur,2.06,2.59,3.34
2025-10-02,Sarawak,Kangkung,Sayur,2.93,3.67,4.4
2025-10-02,Sarawak,Bendi,Sayur,3.77,4.49,6.13
2025-10-02,Sarawak,Halia,Sayur,3.29,4.44,5.49
2025-10-02,Sarawak,Pisang Cavendish,Buah,1.99,2.8,3.76
2025-10-02,Sarawak,Betik,Buah,2.02,2.45,3.47
2025-10-02,Sarawak,Tembikai,Buah,1.81,2.44,3.06
2025-10-02,Sarawak,Nanas,Buah,1.97,2.63,3.45
2025-10-02,Selangor,Cili Merah,Sayur,6.29,8.91,12.08
2025-10-02,Selangor,Cili Akar,Sayur,9.62,11.98,16.17
2025-10-02,Selangor,Kobis Bulat,Sayur,2.78,3.79,4.81
2025-10-02,Selangor,Sawi Bulat,Sayur,2.24,3.06,3.75
2025-10-02,Selangor,Tomato,Sayur,2.5,3.36,4.74
2025-10-02,Selangor,Timun,Sayur,1.57,2.18,3.02
2025-10-02,Selangor,Kacang Panjang,Sayur,4.38,5.61,6.93
2025-10-02,Selangor,Terung,Sayur,4.85,6.04,7.41
2025-10-02,Selangor,Bayam,Sayur,2.16,2.73,3.3
2025-10-02,Selangor,Kangkung,Sayur,2.34,3.03,3.94
2025-10-02,Selangor,Bendi,Sayur,3.97,5.43,6.68
2025-10-02,Selangor,Halia,Sayur,3.69,5.25,6.58
2025-10-02,Selangor,Pisang Cavendish,Buah,2.85,3.86,4.74
2025-10-02,Selangor,Betik,Buah,2.05,2.44,3.39
2025-10-02,Selangor,Tembikai,Buah,1.76,2.33,3.1
2025-10-02,Selangor,Nanas,Buah,2.41,2.95,3.54
2025-10-02,Terengganu,Cili Merah,Sayur,4.41,6.23,8.09
2025-10-02,Terengganu,Cili Akar,Sayur,7.04,8.81,10.57
2025-10-02,Terengganu,Kobis Bulat,Sayur,2.53,3.39,4.3
2025-10-02,Terengganu,Sawi Bulat,Sayur,1.81,2.37,2.95
2025-10-02,Terengganu,Tomato,Sayur,3.22,3.9,4.71
2025-10-02,Terengganu,Timun,Sayur,1.99,2.43,2.98
2025-10-02,Terengganu,Kacang Panjang,Sayur,2.7,3.62,5.11
2025-10-02,Terengganu,Terung,Sayur,3.38,4.35,5.58
2025-10-02,Terengganu,Bayam,Sayur,1.68,2.24,2.75
2025-10-02,Terengganu,Kangkung,Sayur,1.8,2.17,2.84
2025-10-02,Terengganu,Bendi,Sayur,2.66,3.7,4.66
2025-10-02,Terengganu,Halia,Sayur,4.62,5.79,7.0
2025-10-02,Terengganu,Pisang Cavendish,Buah,2.13,2.76,3.6
2025-10-02,Terengganu,Betik,Buah,1.49,2.1,2.51
2025-10-02,Terengganu,Tembikai,Buah,1.42,1.92,2.47
2025-10-02,Terengganu,Nanas,Buah,1.71,2.03,2.39
2025-10-02,W.P. Kuala Lumpur,Cili Merah,Sayur,8.24,10.42,14.36
2025-10-02,W.P. Kuala Lumpur,Cili Akar,Sayur,8.06,10.54,12.95
2025-10-02,W.P. Kuala Lumpur,Kobis Bulat,Sayur,3.02,3.71,5.12
2025-10-02,W.P. Kuala Lumpur,Sawi Bulat,Sayur,3.93,5.41,6.64
2025-10-02,W.P. Kuala Lumpur,Tomato,Sayur,4.0,5.17,6.17
2025-10-02,W.P. Kuala Lumpur,Timun,Sayur,1.68,2.33,3.0
2025-10-02,W.P. Kuala Lumpur,Kacang Panjang,Sayur,4.71,5.93,7.81
2025-10-02,W.P. Kuala Lumpur,Terung,Sayur,4.59,5.7,7.26
2025-10-02,W.P. Kuala Lumpur,Bayam,Sayur,2.6,3.57,4.35
2025-10-02,W.P. Kuala Lumpur,Kangkung,Sayur,2.49,3.28,3.96
2025-10-02,W.P. Kuala Lumpur,Bendi,Sayur,4.03,5.58,7.25
2025-10-02,W.P. Kuala Lumpur,Halia,Sayur,5.59,6.92,8.73
2025-10-02,W.P. Kuala Lumpur,Pisang Cavendish,Buah,2.11,2.96,4.19
2025-10-02,W.P. Kuala Lumpur,Betik,Buah,2.58,3.05,3.95
2025-10-02,W.P. Kuala Lumpur,Tembikai,Buah,2.0,2.48,3.28
2025-10-02,W.P. Kuala Lumpur,Nanas,Buah,1.94,2.5,3.18
2025-10-03,Johor,Cili Merah,Sayur,7.09,9.28,11.0
2025-10-03,Johor,Cili Akar,Sayur,8.84,10.72,14.84
2025-10-03,Johor,Kobis Bulat,Sayur,2.5,3.45,4.43
2025-10-03,Johor,Sawi Bulat,Sayur,3.58,4.55,6.03
2025-10-03,Johor,Tomato,Sayur,3.37,4.31,5.13
2025-10-03,Johor,Timun,Sayur,1.96,2.46,3.09
2025-10-03,Johor,Kacang Panjang,Sayur,4.24,5.35,7.58
2025-10-03,Johor,Terung,Sayur,4.66,5.52,7.07
2025-10-03,Johor,Bayam,Sayur,2.14,2.58,3.28
2025-10-03,Johor,Kangkung,Sayur,2.92,4.09,4.96
2025-10-03,Johor,Bendi,Sayur,2.79,3.62,5.06
2025-10-03,Johor,Halia,Sayur,5.52,7.09,8.82
2025-10-03,Johor,Pisang Cavendish,Buah,2.39,3.26,4.24
2025-10-03,Johor,Betik,Buah,2.2,2.85,3.4
2025-10-03,Johor,Tembikai,Buah,2.49,2.99,3.54
2025-10-03,Johor,Nanas,Buah,2.2,2.99,3.55
2025-10-03,Kedah,Cili Merah,Sayur,6.66,9.31,12.11
2025-10-03,Kedah,Cili Akar,Sayur,7.09,9.03,11.23
2025-10-03,Kedah,Kobis Bulat,Sayur,2.3,2.75,3.53
2025-10-03,Kedah,Sawi Bulat,Sayur,2.26,3.02,3.97
2025-10-03,Kedah,Tomato,Sayur,3.02,4.01,5.17
2025-10-03,Kedah,Timun,Sayur,2.16,2.9,3.74
2025-10-03,Kedah,Kacang Panjang,Sayur,3.84,5.33,6.69
2025-10-03,Kedah,Terung,Sayur,3.21,4.11,5.33
2025-10-03,Kedah,Bayam,Sayur,2.63,3.57,4.29
2025-10-03,Kedah,Kangkung,Sayur,1.84,2.44,3.1
2025-10-03,Kedah,Bendi,Sayur,2.51,3.04,4.26
2025-10-03,Kedah,Halia,Sayur,4.71,6.11,7.43
2025-10-03,Kedah,Pisang Cavendish,Buah,2.36,3.27,3.9
2025-10-03,Kedah,Betik,Buah,1.73,2.28,3.23
2025-10-03,Kedah,Tembikai,Buah,1.9,2.24,2.82
2025-10-03,Kedah,Nanas,Buah,2.23,2.79,3.33
2025-10-03,Kelantan,Cili Merah,Sayur,4.74,6.09,8.09
2025-10-03,Kelantan,Cili Akar,Sayur,6.47,7.9,9.84
2025-10-03,Kelantan,Kobis Bulat,Sayur,2.71,3.5,4.49
2025-10-03,Kelantan,Sawi Bulat,Sayur,1.75,2.25,3.11
2025-10-03,Kelantan,Tomato,Sayur,3.42,4.58,5.42
2025-10-03,Kelantan,Timun,Sayur,1.52,2.06,2.74
2025-10-03,Kelantan,Kacang Panjang,Sayur,3.66,4.77,5.82
2025-10-03,Kelantan,Terung,Sayur,2.97,4.01,4.8
2025-10-03,Kelantan,Bayam,Sayur,1.83,2.16,2.63
2025-10-03,Kelantan,Kangkung,Sayur,1.92,2.44,3.38
2025-10-03,Kelantan,Bendi,Sayur,3.16,4.31,5.87
2025-10-03,Kelantan,Halia,Sayur,2.84,3.7,5.28
2025-10-03,Kelantan,Pisang Cavendish,Buah,2.15,2.98,3.87
2025-10-03,Kelantan,Betik,Buah,1.95,2.39,3.11
2025-10-03,Kelantan,Tembikai,Buah,1.7,2.18,2.82
2025-10-03,Kelantan,Nanas,Buah,1.55,2.07,2.94
2025-10-03,Melaka,Cili Merah,Sayur,6.85,8.44,10.53
2025-10-03,Melaka,Cili Akar,Sayur,11.27,13.29,16.02
2025-10-03,Melaka,Kobis Bulat,Sayur,2.56,3.22,4.35
2025-10-03,Melaka,Sawi Bulat,Sayur,2.48,3.42,4.48
2025-10-03,Melaka,Tomato,Sayur,2.74,3.66,5.0
2025-10-03,Melaka,Timun,Sayur,2.11,2.7,3.32
2025-10-03,Melaka,Kacang Panjang,Sayur,4.13,5.4,6.82
2025-10-03,Melaka,Terung,Sayur,3.73,4.66,6.17
2025-10-03,Melaka,Bayam,Sayur,1.91,2.56,3.62
2025-10-03,Melaka,Kangkung,Sayur,1.76,2.22,3.1
2025-10-03,Melaka,Bendi,Sayur,3.87,4.76,5.86
2025-10-03,Melaka,Halia,Sayur,3.48,4.93,6.73
2025-10-03,Melaka,Pisang Cavendish,Buah,2.53,3.23,3.96
2025-10-03,Melaka,Betik,Buah,2.15,2.77,3.43
2025-10-03,Melaka,Tembikai,Buah,1.72,2.24,3.04
2025-10-03,Melaka,Nanas,Buah,2.06,2.64,3.14
2025-10-03,Negeri Sembilan,Cili Merah,Sayur,7.68,9.55,11.6
2025-10-03,Negeri Sembilan,Cili Akar,Sayur,10.12,12.79,15.51
2025-10-03,Negeri Sembilan,Kobis Bulat,Sayur,2.17,2.94,3.93
2025-10-03,Negeri Sembilan,Sawi Bulat,Sayur,2.33,3.01,3.76
2025-10-03,Negeri Sembilan,Tomato,Sayur,2.82,3.9,5.15
2025-10-03,Negeri Sembilan,Timun,Sayur,1.5,1.82,2.5
2025-10-03,Negeri Sembilan,Kacang Panjang,Sayur,3.38,4.7,5.93
2025-10-03,Negeri Sembilan,Terung,Sayur,2.94,4.15,5.79
2025-10-03,Negeri Sembilan,Bayam,Sayur,1.63,2.21,3.13
2025-10-03,Negeri Sembilan,Kangkung,Sayur,1.91,2.54,3.0
2025-10-03,Negeri Sembilan,Bendi,Sayur,3.29,4.52,5.61
2025-10-03,Negeri Sembilan,Halia,Sayur,3.95,4.76,6.0
2025-10-03,Negeri Sembilan,Pisang Cavendish,Buah,2.08,2.86,3.66
2025-10-03,Negeri Sembilan,Betik,Buah,1.73,2.26,2.94
2025-10-03,Negeri Sembilan,Tembikai,Buah,2.1,2.5,3.03
2025-10-03,Negeri Sembilan,Nanas,Buah,2.09,2.85,3.61
2025-10-03,Pahang,Cili Merah,Sayur,5.92,8.27,11.51
2025-10-03,Pahang,Cili Akar,Sayur,8.88,11.54,13.92
2025-10-03,Pahang,Kobis Bulat,Sayur,2.58,3.4,4.29
2025-10-03,Pahang,Sawi Bulat,Sayur,1.73,2.4,3.3
2025-10-03,Pahang,Tomato,Sayur,3.55,4.23,5.45
2025-10-03,Pahang,Timun,Sayur,1.42,1.78,2.37
2025-10-03,Pahang,Kacang Panjang,Sayur,2.85,3.67,4.91
2025-10-03,Pahang,Terung,Sayur,3.13,4.39,5.92
2025-10-03,Pahang,Bayam,Sayur,2.69,3.46,4.34
2025-10-03,Pahang,Kangkung,Sayur,2.45,2.96,3.74
2025-10-03,Pahang,Bendi,Sayur,2.65,3.2,4.36
2025-10-03,Pahang,Halia,Sayur,4.01,4.87,6.7
2025-10-03,Pahang,Pisang Cavendish,Buah,2.35,2.78,3.65
2025-10-03,Pahang,Betik,Buah,1.96,2.41,2.87
2025-10-03,Pahang,Tembikai,Buah,1.73,2.24,3.03
2025-10-03,Pahang,Nanas,Buah,1.58,2.21,2.86
2025-10-03,Perak,Cili Merah,Sayur,5.48,7.78,9.72
2025-10-03,Perak,Cili Akar,Sayur,7.08,9.75,12.3
2025-10-03,Perak,Kobis Bulat,Sayur,2.62,3.29,4.34
2025-10-03,Perak,Sawi Bulat,Sayur,2.02,2.75,3.47
2025-10-03,Perak,Tomato,Sayur,3.46,4.52,5.49
2025-10-03,Perak,Timun,Sayur,1.48,1.98,2.52
2025-10-03,Perak,Kacang Panjang,Sayur,4.55,5.84,6.89
2025-10-03,Perak,Terung,Sayur,3.99,4.9,6.25
2025-10-03,Perak,Bayam,Sayur,2.42,2.91,3.43
2025-10-03,Perak,Kangkung,Sayur,2.13,2.72,3.48
2025-10-03,Perak,Bendi,Sayur,4.36,5.16,6.1
2025-10-03,Perak,Halia,Sayur,4.54,5.51,6.78
2025-10-03,Perak,Pisang Cavendish,Buah,2.39,3.04,3.87
2025-10-03,Perak,Betik,Buah,1.74,2.16,2.97
2025-10-03,Perak,Tembikai,Buah,1.57,1.99,2.42
2025-10-03,Perak,Nanas,Buah,2.13,3.02,3.57
2025-10-03,Perlis,Cili Merah,Sayur,4.81,5.92,7.9
2025-10-03,Perlis,Cili Akar,Sayur,9.97,11.97,14.38
2025-10-03,Perlis,Kobis Bulat,Sayur,1.85,2.58,3.28
2025-10-03,Perlis,Sawi Bulat,Sayur,2.06,2.63,3.39
2025-10-03,Perlis,Tomato,Sayur,3.32,4.08,5.81
2025-10-03,Perlis,Timun,Sayur,2.09,2.97,3.62
2025-10-03,Perlis,Kacang Panjang,Sayur,3.34,4.38,5.16
2025-10-03,Perlis,Terung,Sayur,3.75,5.17,6.33
2025-10-03,Perlis,Bayam,Sayur,1.53,2.03,2.61
2025-10-03,Perlis,Kangkung,Sayur,1.71,2.06,2.57
2025-10-03,Perlis,Bendi,Sayur,3.42,4.2,5.58
2025-10-03,Perlis,Halia,Sayur,4.46,6.03,7.5
2025-10-03,Perlis,Pisang Cavendish,Buah,1.79,2.28,3.19
2025-10-03,Perlis,Betik,Buah,1.97,2.42,3.03
2025-10-03,Perlis,Tembikai,Buah,1.13,1.57,2.09
2025-10-03,Perlis,Nanas,Buah,2.14,2.75,3.3
2025-10-03,Pulau Pinang,Cili Merah,Sayur,7.43,9.45,11.28
2025-10-03,Pulau Pinang,Cili Akar,Sayur,9.4,11.08,15.06
2025-10-03,Pulau Pinang,Kobis Bulat,Sayur,2.79,3.56,4.45
2025-10-03,Pulau Pinang,Sawi Bulat,Sayur,2.66,3.22,4.17
2025-10-03,Pulau Pinang,Tomato,Sayur,4.25,5.04,6.14
2025-10-03,Pulau Pinang,Timun,Sayur,1.72,2.19,2.6
2025-10-03,Pulau Pinang,Kacang Panjang,Sayur,5.26,6.4,7.55
2025-10-03,Pulau Pinang,Terung,Sayur,3.23,3.97,5.23
2025-10-03,Pulau Pinang,Bayam,Sayur,2.34,2.92,3.76
2025-10-03,Pulau Pinang,Kangkung,Sayur,2.98,3.74,4.4
2025-10-03,Pulau Pinang,Bendi,Sayur,3.69,4.52,5.68
2025-10-03,Pulau Pinang,Halia,Sayur,3.37,4.75,6.1
2025-10-03,Pulau Pinang,Pisang Cavendish,Buah,2.22,3.03,4.24
2025-10-03,Pulau Pinang,Betik,Buah,2.24,2.76,3.5
2025-10-03,Pulau Pinang,Tembikai,Buah,1.93,2.49,3.11
2025-10-03,Pulau Pinang,Nanas,Buah,1.68,2.03,2.71
2025-10-03,Sabah,Cili Merah,Sayur,5.36,7.11,8.52
2025-10-03,Sabah,Cili Akar,Sayur,7.38,9.28,11.99
2025-10-03,Sabah,Kobis Bulat,Sayur,2.96,3.82,5.05
2025-10-03,Sabah,Sawi Bulat,Sayur,3.08,3.77,4.6
2025-10-03,Sabah,Tomato,Sayur,2.76,3.47,4.75
2025-10-03,Sabah,Timun,Sayur,1.92,2.72,3.32
2025-10-03,Sabah,Kacang Panjang,Sayur,3.64,5.0,6.29
2025-10-03,Sabah,Terung,Sayur,3.5,4.54,6.0
2025-10-03,Sabah,Bayam,Sayur,2.34,2.86,3.81
2025-10-03,Sabah,Kangkung,Sayur,2.01,2.54,3.12
2025-10-03,Sabah,Bendi,Sayur,3.38,4.57,5.79
2025-10-03,Sabah,Halia,Sayur,3.82,4.92,6.31
2025-10-03,Sabah,Pisang Cavendish,Buah,2.27,3.15,3.71
2025-10-03,Sabah,Betik,Buah,1.76,2.42,3.17
2025-10-03,Sabah,Tembikai,Buah,1.68,2.02,2.49
2025-10-03,Sabah,Nanas,Buah,1.86,2.5,3.51
2025-10-03,Sarawak,Cili Merah,Sayur,6.05,8.61,11.05
2025-10-03,Sarawak,Cili Akar,Sayur,7.28,9.6,11.75
